Date,Product,Category,Quantity Sold,Unit Price,Total Revenue,Region,Profit
2024-02-09,Laptop,Electronics,15,1275,19125,South,16125
2024-01-30,Keyboard,Accessories,48,64,3072,East,-6528
2024-02-25,Keyboard,Accessories,45,84,3780,East,-5220
2024-02-08,Keyboard,Accessories,36,68,2448,East,-4752
2024-03-01,Keyboard,Accessories,47,36,1692,West,-7708
2024-01-28,Smartwatch,Wearables,24,370,8880,North,4080
2024-02-25,Headphones,Accessories,34,38,1292,North,-5508
2024-02-17,Tablet,Electronics,30,807,24210,West,18210
2024-01-14,TV,Electronics,20,1837,36740,West,32740
2024-02-07,Smartwatch,Wearables,22,383,8426,South,4026
2024-01-31,Smartphone,Electronics,29,549,15921,North,10121
2024-01-26,Tablet,Electronics,2,458,916,East,516
2024-02-12,Tablet,Electronics,9,213,1917,South,117
2024-02-04,Smartphone,Electronics,5,593,2965,South,1965
2024-03-01,Tablet,Electronics,39,427,16653,East,8853
2024-02-03,Smartwatch,Wearables,10,239,2390,East,390
2024-01-14,TV,Electronics,2,1841,3682,North,3282
2024-02-28,Headphones,Accessories,2,144,288,North,-112
2024-01-19,Tablet,Electronics,49,784,38416,West,28616
2024-02-22,Mouse,Accessories,47,67,3149,North,-6251
2024-02-13,Smartwatch,Wearables,38,117,4446,North,-3154
2024-01-25,Headphones,Accessories,34,126,4284,South,-2516
2024-01-23,Smartphone,Electronics,25,775,19375,West,14375
2024-01-11,Laptop,Electronics,7,1129,7903,East,6503
2024-01-10,Smartphone,Electronics,1,931,931,South,731
2024-02-04,Tablet,Electronics,20,367,7340,East,3340
2024-01-13,Keyboard,Accessories,26,16,416,North,-4784
2024-02-01,TV,Electronics,21,1758,36918,North,32718
2024-01-07,Mouse,Accessories,17,10,170,East,-3230
2024-01-13,Mouse,Accessories,1,42,42,West,-158
2024-02-09,Headphones,Accessories,19,104,1976,South,-1824
2024-01-06,Laptop,Electronics,2,1328,2656,West,2256
2024-02-05,Tablet,Electronics,46,723,33258,West,24058
2024-02-18,Smartwatch,Wearables,32,367,11744,South,5344
2024-02-09,Laptop,Electronics,38,1387,52706,North,45106
2024-01-14,TV,Electronics,39,2204,85956,South,78156
2024-02-19,Mouse,Accessories,8,71,568,North,-1032
2024-01-14,TV,Electronics,46,2253,103638,North,94438
2024-01-27,Tablet,Electronics,4,286,1144,West,344
2024-02-09,Laptop,Electronics,37,1132,41884,West,34484
2024-02-27,Smartwatch,Wearables,36,168,6048,North,-1152
2024-01-14,Mouse,Accessories,29,38,1102,West,-4698
2024-01-05,TV,Electronics,12,2100,25200,North,22800
2024-02-15,Smartwatch,Wearables,10,354,3540,North,1540
2024-02-22,TV,Electronics,21,578,12138,West,7938
2024-02-09,Mouse,Accessories,44,8,352,East,-8448
2024-02-02,TV,Electronics,49,1021,50029,East,40229
2024-02-21,Smartphone,Electronics,43,601,25843,West,17243
2024-02-06,Laptop,Electronics,36,1297,46692,West,39492
2024-02-07,Tablet,Electronics,7,767,5369,West,3969
2024-01-31,Smartwatch,Wearables,45,83,3735,North,-5265
2024-02-09,Headphones,Accessories,14,85,1190,West,-1610
2024-02-08,Tablet,Electronics,47,896,42112,North,32712
2024-02-07,Laptop,Electronics,8,1242,9936,South,8336
2024-01-16,Tablet,Electronics,13,529,6877,North,4277
2024-02-08,Tablet,Electronics,47,372,17484,West,8084
2024-02-24,Headphones,Accessories,5,131,655,West,-345
2024-02-12,Smartphone,Electronics,12,796,9552,North,7152
2024-02-09,TV,Electronics,32,1096,35072,East,28672
2024-02-26,Headphones,Accessories,48,21,1008,East,-8592
2024-01-27,Headphones,Accessories,26,46,1196,West,-4004
2024-01-02,Smartwatch,Wearables,14,343,4802,East,2002
2024-03-01,Keyboard,Accessories,37,62,2294,North,-5106
2024-01-22,Keyboard,Accessories,13,48,624,South,-1976
2024-01-15,Laptop,Electronics,50,1170,58500,West,48500
2024-01-31,Keyboard,Accessories,45,63,2835,South,-6165
2024-01-04,Smartwatch,Wearables,37,199,7363,East,-37
2024-02-13,Mouse,Accessories,2,5,10,West,-390
2024-01-10,Headphones,Accessories,18,51,918,East,-2682
2024-01-28,Mouse,Accessories,35,18,630,East,-6370
2024-02-05,Smartphone,Electronics,38,512,19456,East,11856
2024-01-30,Mouse,Accessories,49,36,1764,South,-8036
2024-01-29,Keyboard,Accessories,33,61,2013,East,-4587
2024-02-29,Smartphone,Electronics,47,529,24863,West,15463
2024-01-04,Tablet,Electronics,15,434,6510,West,3510
2024-02-19,Mouse,Accessories,36,21,756,East,-6444
2024-02-07,Mouse,Accessories,14,31,434,South,-2366
2024-02-16,Keyboard,Accessories,43,10,430,North,-8170
2024-01-28,Keyboard,Accessories,2,31,62,East,-338
2024-03-01,Headphones,Accessories,10,120,1200,West,-800
2024-02-05,Smartwatch,Wearables,21,100,2100,West,-2100
2024-02-29,Tablet,Electronics,44,475,20900,West,12100
2024-02-13,TV,Electronics,7,2176,15232,East,13832
2024-01-15,Tablet,Electronics,13,453,5889,North,3289
2024-01-05,Keyboard,Accessories,40,84,3360,North,-4640
2024-01-17,Keyboard,Accessories,40,49,1960,East,-6040
2024-01-13,Smartwatch,Wearables,48,63,3024,West,-6576
2024-01-22,TV,Electronics,38,1494,56772,West,49172
2024-01-05,Headphones,Accessories,3,28,84,East,-516
2024-02-27,Smartwatch,Wearables,8,349,2792,East,1192
2024-02-28,Laptop,Electronics,40,1478,59120,North,51120
2024-02-15,Tablet,Electronics,22,816,17952,East,13552
2024-01-29,Smartphone,Electronics,11,998,10978,North,8778
2024-01-31,Laptop,Electronics,12,1212,14544,North,12144
2024-02-25,Keyboard,Accessories,30,77,2310,West,-3690
2024-01-09,Keyboard,Accessories,6,18,108,North,-1092
2024-02-14,Smartphone,Electronics,14,1000,14000,East,11200
2024-01-21,Smartphone,Electronics,18,594,10692,South,7092
2024-01-22,Mouse,Accessories,28,72,2016,West,-3584
2024-02-06,Mouse,Accessories,22,25,550,East,-3850
2024-01-24,Smartphone,Electronics,8,938,7504,East,5904
2024-02-08,Smartphone,Electronics,13,982,12766,North,10166
2024-02-24,Keyboard,Accessories,16,21,336,North,-2864
2024-01-23,Smartphone,Electronics,43,1025,44075,West,35475
2024-01-07,Headphones,Accessories,18,133,2394,North,-1206
2024-01-17,TV,Electronics,29,2459,71311,West,65511
2024-01-12,Smartphone,Electronics,40,1105,44200,West,36200
2024-01-01,Headphones,Accessories,8,44,352,East,-1248
2024-01-25,Headphones,Accessories,6,55,330,East,-870
2024-01-02,Laptop,Electronics,39,1109,43251,South,35451
2024-02-26,TV,Electronics,47,911,42817,South,33417
2024-02-25,Tablet,Electronics,26,509,13234,South,8034
2024-02-15,Smartphone,Electronics,31,1021,31651,North,25451
2024-01-18,Laptop,Electronics,17,924,15708,West,12308
2024-01-25,Laptop,Electronics,21,919,19299,West,15099
2024-01-03,Headphones,Accessories,3,58,174,North,-426
2024-02-26,Laptop,Electronics,49,919,45031,North,35231
2024-01-08,TV,Electronics,26,1318,34268,South,29068
2024-02-09,Smartphone,Electronics,9,680,6120,North,4320
2024-02-03,Smartwatch,Wearables,10,102,1020,East,-980
2024-02-12,Keyboard,Accessories,43,29,1247,North,-7353
2024-01-22,Keyboard,Accessories,8,15,120,South,-1480
2024-02-17,TV,Electronics,18,1825,32850,East,29250
2024-02-25,Tablet,Electronics,47,770,36190,West,26790
2024-02-10,TV,Electronics,6,1920,11520,East,10320
2024-01-26,Headphones,Accessories,30,124,3720,East,-2280
2024-01-27,Keyboard,Accessories,49,17,833,South,-8967
2024-02-03,TV,Electronics,19,843,16017,East,12217
2024-01-31,TV,Electronics,50,1465,73250,North,63250
2024-01-21,Smartwatch,Wearables,10,253,2530,South,530
2024-01-06,Laptop,Electronics,25,910,22750,West,17750
2024-01-11,Tablet,Electronics,13,361,4693,East,2093
2024-02-28,TV,Electronics,12,2071,24852,North,22452
2024-01-08,Headphones,Accessories,19,36,684,South,-3116
2024-01-22,Tablet,Electronics,36,737,26532,West,19332
2024-02-01,Mouse,Accessories,8,79,632,South,-968
2024-02-20,TV,Electronics,21,2176,45696,North,41496
2024-02-27,Tablet,Electronics,21,559,11739,North,7539
2024-01-24,Tablet,Electronics,49,810,39690,South,29890
2024-01-29,Smartwatch,Wearables,17,341,5797,East,2397
2024-03-01,Mouse,Accessories,2,44,88,West,-312
2024-01-28,Headphones,Accessories,36,142,5112,West,-2088
2024-02-06,Mouse,Accessories,11,35,385,North,-1815
2024-01-05,Smartphone,Electronics,20,523,10460,North,6460
2024-02-01,Headphones,Accessories,7,150,1050,West,-350
2024-01-03,Smartwatch,Wearables,27,75,2025,West,-3375
2024-01-01,TV,Electronics,30,1988,59640,North,53640
2024-01-28,Headphones,Accessories,12,48,576,North,-1824
2024-01-19,Tablet,Electronics,36,470,16920,East,9720
2024-01-16,TV,Electronics,49,1626,79674,South,69874
2024-02-05,Smartwatch,Wearables,15,262,3930,East,930
2024-03-01,Mouse,Accessories,26,78,2028,East,-3172
2024-02-16,Headphones,Accessories,40,50,2000,East,-6000
2024-01-25,Headphones,Accessories,24,147,3528,South,-1272
2024-01-13,Keyboard,Accessories,17,36,612,West,-2788
2024-01-20,TV,Electronics,40,1628,65120,West,57120
2024-01-16,Keyboard,Accessories,39,48,1872,West,-5928
2024-01-10,Mouse,Accessories,1,52,52,East,-148
2024-01-30,Tablet,Electronics,13,576,7488,East,4888
2024-01-18,Smartphone,Electronics,6,714,4284,East,3084
2024-01-02,TV,Electronics,25,1666,41650,West,36650
2024-01-25,TV,Electronics,29,2247,65163,West,59363
2024-02-28,Laptop,Electronics,16,1134,18144,South,14944
2024-01-03,Mouse,Accessories,29,42,1218,West,-4582
2024-02-12,Headphones,Accessories,16,52,832,South,-2368
2024-02-22,Keyboard,Accessories,46,77,3542,East,-5658
2024-01-26,Tablet,Electronics,42,509,21378,South,12978
2024-01-03,Smartwatch,Wearables,21,248,5208,West,1008
2024-02-24,Mouse,Accessories,25,44,1100,North,-3900
2024-02-09,Keyboard,Accessories,21,72,1512,East,-2688
2024-02-14,Tablet,Electronics,40,278,11120,West,3120
2024-01-07,Tablet,Electronics,23,723,16629,North,12029
2024-02-27,Keyboard,Accessories,23,64,1472,East,-3128
2024-01-19,Smartphone,Electronics,31,496,15376,North,9176
2024-02-13,Smartwatch,Wearables,28,308,8624,South,3024
2024-02-20,Keyboard,Accessories,16,18,288,West,-2912
2024-02-05,Tablet,Electronics,3,552,1656,South,1056
2024-02-06,Mouse,Accessories,10,44,440,North,-1560
2024-01-01,Smartwatch,Wearables,43,192,8256,South,-344
2024-02-06,Tablet,Electronics,21,599,12579,North,8379
2024-01-07,Headphones,Accessories,47,96,4512,South,-4888
2024-02-18,Mouse,Accessories,37,37,1369,North,-6031
2024-01-21,Headphones,Accessories,33,48,1584,East,-5016
2024-02-23,Smartphone,Electronics,42,640,26880,East,18480
2024-01-08,Smartwatch,Wearables,24,248,5952,North,1152
2024-02-28,Keyboard,Accessories,35,99,3465,South,-3535
2024-01-29,Smartphone,Electronics,45,1105,49725,South,40725
2024-02-04,Smartphone,Electronics,41,598,24518,South,16318
2024-01-14,Keyboard,Accessories,41,24,984,North,-7216
2024-01-20,Laptop,Electronics,30,934,28020,South,22020
2024-01-23,Laptop,Electronics,3,1314,3942,North,3342
2024-02-01,Mouse,Accessories,8,15,120,South,-1480
2024-02-08,Smartwatch,Wearables,6,146,876,East,-324
2024-01-24,Keyboard,Accessories,7,74,518,South,-882
2024-01-04,Keyboard,Accessories,29,46,1334,North,-4466
2024-01-25,Keyboard,Accessories,3,82,246,North,-354
2024-02-04,TV,Electronics,40,1605,64200,East,56200
2024-01-01,Keyboard,Accessories,29,26,754,West,-5046
2024-02-11,Smartphone,Electronics,13,461,5993,South,3393
2024-02-26,Laptop,Electronics,19,792,15048,North,11248
2024-02-11,Smartwatch,Wearables,29,94,2726,South,-3074
2024-02-22,Tablet,Electronics,14,578,8092,West,5292
2024-02-07,Mouse,Accessories,3,32,96,West,-504
2024-02-29,Laptop,Electronics,41,1004,41164,South,32964
2024-01-26,Keyboard,Accessories,24,52,1248,South,-3552
2024-01-31,Tablet,Electronics,1,247,247,East,47
2024-02-24,Mouse,Accessories,10,74,740,East,-1260
2024-01-05,TV,Electronics,27,1315,35505,East,30105
2024-01-15,Smartwatch,Wearables,14,313,4382,South,1582
2024-01-05,Tablet,Electronics,30,431,12930,East,6930
2024-01-05,TV,Electronics,8,1745,13960,West,12360
2024-01-13,Smartwatch,Wearables,21,241,5061,North,861
2024-01-20,Laptop,Electronics,35,1469,51415,North,44415
2024-01-09,Laptop,Electronics,3,858,2574,West,1974
2024-02-09,Smartwatch,Wearables,21,323,6783,South,2583
2024-02-14,Smartwatch,Wearables,5,75,375,West,-625
2024-02-11,Tablet,Electronics,9,435,3915,East,2115
2024-02-24,Mouse,Accessories,47,58,2726,North,-6674
2024-01-14,Smartphone,Electronics,50,810,40500,West,30500
2024-02-12,Keyboard,Accessories,30,24,720,West,-5280
2024-02-29,Smartphone,Electronics,44,878,38632,East,29832
2024-02-15,Keyboard,Accessories,43,75,3225,West,-5375
2024-02-28,Laptop,Electronics,26,790,20540,North,15340
2024-02-14,Smartwatch,Wearables,30,293,8790,South,2790
2024-02-25,Tablet,Electronics,15,550,8250,East,5250
2024-02-14,Headphones,Accessories,30,72,2160,North,-3840
2024-02-03,Smartphone,Electronics,8,1154,9232,West,7632
2024-01-21,Mouse,Accessories,17,20,340,West,-3060
2024-01-03,Smartwatch,Wearables,37,303,11211,South,3811
2024-01-08,Smartwatch,Wearables,39,172,6708,West,-1092
2024-01-20,Keyboard,Accessories,3,37,111,East,-489
2024-01-04,Keyboard,Accessories,31,46,1426,West,-4774
2024-02-12,Headphones,Accessories,47,148,6956,South,-2444
2024-01-13,Tablet,Electronics,35,435,15225,West,8225
2024-01-04,Headphones,Accessories,3,57,171,South,-429
2024-02-28,TV,Electronics,26,1783,46358,East,41158
2024-02-09,Tablet,Electronics,15,336,5040,West,2040
2024-01-14,Tablet,Electronics,44,684,30096,South,21296
2024-02-16,Smartwatch,Wearables,8,390,3120,North,1520
2024-01-15,Headphones,Accessories,43,88,3784,East,-4816
2024-02-15,Smartwatch,Wearables,11,333,3663,West,1463
2024-01-30,Smartphone,Electronics,10,895,8950,East,6950
2024-02-23,Smartphone,Electronics,20,1124,22480,West,18480
2024-02-27,Mouse,Accessories,24,59,1416,East,-3384
2024-01-30,Laptop,Electronics,4,1273,5092,North,4292
2024-02-03,TV,Electronics,33,809,26697,North,20097
2024-01-30,Tablet,Electronics,8,821,6568,East,4968
2024-01-23,Smartwatch,Wearables,30,373,11190,East,5190
2024-02-22,Smartphone,Electronics,38,402,15276,East,7676
2024-01-15,Smartphone,Electronics,30,651,19530,West,13530
2024-01-08,Tablet,Electronics,37,440,16280,East,8880
2024-02-18,Smartphone,Electronics,41,1113,45633,East,37433
2024-02-29,Laptop,Electronics,9,1027,9243,East,7443
2024-01-28,Keyboard,Accessories,6,13,78,South,-1122
2024-01-02,Tablet,Electronics,27,884,23868,East,18468
2024-02-26,Mouse,Accessories,44,23,1012,West,-7788
2024-02-07,Smartphone,Electronics,14,785,10990,East,8190
2024-01-18,Smartwatch,Wearables,26,209,5434,North,234
2024-01-23,Tablet,Electronics,25,784,19600,South,14600
2024-01-29,TV,Electronics,38,1439,54682,East,47082
2024-02-13,Laptop,Electronics,26,1072,27872,West,22672
2024-02-01,Smartphone,Electronics,36,1161,41796,West,34596
2024-01-11,Mouse,Accessories,43,24,1032,East,-7568
2024-02-11,Mouse,Accessories,41,27,1107,North,-7093
2024-01-08,Mouse,Accessories,43,28,1204,West,-7396
2024-01-31,Laptop,Electronics,21,890,18690,North,14490
2024-01-24,Mouse,Accessories,50,60,3000,East,-7000
2024-02-26,Laptop,Electronics,41,772,31652,West,23452
2024-01-01,TV,Electronics,48,1264,60672,West,51072
2024-01-03,TV,Electronics,3,2416,7248,West,6648
2024-02-02,Headphones,Accessories,8,123,984,West,-616
2024-02-18,Headphones,Accessories,19,57,1083,North,-2717
2024-02-06,Headphones,Accessories,35,24,840,South,-6160
2024-01-18,Headphones,Accessories,14,121,1694,South,-1106
2024-01-15,TV,Electronics,44,1121,49324,South,40524
2024-01-28,TV,Electronics,20,1690,33800,East,29800
2024-01-21,Smartwatch,Wearables,18,261,4698,North,1098
2024-01-11,Smartwatch,Wearables,12,373,4476,North,2076
2024-02-07,Keyboard,Accessories,31,91,2821,South,-3379
2024-03-01,Headphones,Accessories,31,127,3937,North,-2263
2024-02-27,Laptop,Electronics,5,705,3525,West,2525
2024-02-08,Laptop,Electronics,20,765,15300,East,11300
2024-01-23,Mouse,Accessories,50,60,3000,South,-7000
2024-01-11,Tablet,Electronics,21,336,7056,East,2856
2024-01-17,Smartwatch,Wearables,13,134,1742,North,-858
2024-01-24,Keyboard,Accessories,10,73,730,West,-1270
2024-02-23,Tablet,Electronics,19,692,13148,North,9348
2024-02-17,Laptop,Electronics,18,1033,18594,East,14994
2024-02-01,Laptop,Electronics,30,897,26910,West,20910
2024-02-20,Tablet,Electronics,6,436,2616,West,1416
2024-01-19,Headphones,Accessories,37,44,1628,West,-5772
2024-01-24,Smartphone,Electronics,15,790,11850,East,8850
2024-02-03,Keyboard,Accessories,31,46,1426,West,-4774
2024-01-25,Smartwatch,Wearables,29,117,3393,South,-2407
2024-02-12,Smartwatch,Wearables,3,213,639,West,39
2024-02-25,Smartwatch,Wearables,35,337,11795,South,4795
2024-01-12,Tablet,Electronics,45,220,9900,South,900
2024-01-10,Smartwatch,Wearables,40,202,8080,East,80
2024-02-19,Tablet,Electronics,45,672,30240,South,21240
2024-01-05,Mouse,Accessories,17,63,1071,North,-2329
2024-02-18,Keyboard,Accessories,26,62,1612,West,-3588
2024-01-25,Smartwatch,Wearables,9,68,612,West,-1188
2024-01-10,TV,Electronics,1,1624,1624,South,1424
2024-02-02,Keyboard,Accessories,44,49,2156,North,-6644
2024-02-28,Mouse,Accessories,20,37,740,North,-3260
2024-02-21,Keyboard,Accessories,22,79,1738,South,-2662
2024-02-08,Mouse,Accessories,23,11,253,West,-4347
2024-01-15,TV,Electronics,15,876,13140,North,10140
2024-01-30,Smartwatch,Wearables,46,188,8648,East,-552
2024-02-27,Headphones,Accessories,15,86,1290,East,-1710
2024-01-29,Tablet,Electronics,48,579,27792,North,18192
2024-01-19,Mouse,Accessories,2,45,90,North,-310
2024-01-10,Keyboard,Accessories,44,38,1672,East,-7128
2024-01-18,Keyboard,Accessories,11,61,671,South,-1529
2024-01-09,Mouse,Accessories,1,12,12,West,-188
2024-01-29,Mouse,Accessories,30,14,420,East,-5580
2024-02-26,Tablet,Electronics,12,449,5388,South,2988
2024-02-29,Headphones,Accessories,2,114,228,South,-172
2024-02-13,TV,Electronics,45,2206,99270,South,90270
2024-02-18,Smartwatch,Wearables,38,227,8626,East,1026
2024-02-23,Mouse,Accessories,50,21,1050,South,-8950
2024-01-31,Tablet,Electronics,50,312,15600,East,5600
2024-02-03,Smartwatch,Wearables,34,279,9486,South,2686
2024-02-20,Tablet,Electronics,43,832,35776,West,27176
2024-01-17,Smartphone,Electronics,7,642,4494,West,3094
2024-02-28,Headphones,Accessories,40,32,1280,North,-6720
2024-02-09,Smartphone,Electronics,28,1066,29848,West,24248
2024-02-05,Laptop,Electronics,7,1297,9079,West,7679
2024-01-21,TV,Electronics,9,1488,13392,East,11592
2024-02-13,Laptop,Electronics,17,897,15249,West,11849
2024-01-27,Tablet,Electronics,39,418,16302,East,8502
2024-02-29,TV,Electronics,12,1480,17760,West,15360
2024-01-26,TV,Electronics,43,1559,67037,South,58437
2024-02-06,TV,Electronics,24,2485,59640,West,54840
2024-01-11,Headphones,Accessories,19,83,1577,South,-2223
2024-02-25,Headphones,Accessories,8,145,1160,South,-440
2024-02-17,Tablet,Electronics,41,236,9676,North,1476
2024-02-15,Keyboard,Accessories,8,89,712,South,-888
2024-01-18,Smartwatch,Wearables,29,143,4147,East,-1653
2024-01-19,Keyboard,Accessories,31,46,1426,North,-4774
2024-01-28,Smartwatch,Wearables,38,72,2736,North,-4864
2024-01-19,Keyboard,Accessories,2,93,186,North,-214
2024-01-14,TV,Electronics,3,558,1674,North,1074
2024-02-13,Smartwatch,Wearables,4,149,596,South,-204
2024-02-19,Smartphone,Electronics,34,500,17000,North,10200
2024-01-04,TV,Electronics,23,2006,46138,North,41538
2024-01-17,Tablet,Electronics,36,399,14364,North,7164
2024-02-16,Keyboard,Accessories,34,26,884,South,-5916
2024-02-03,Tablet,Electronics,8,383,3064,South,1464
2024-02-17,Smartwatch,Wearables,33,278,9174,West,2574
2024-01-19,Smartwatch,Wearables,34,142,4828,East,-1972
2024-01-08,TV,Electronics,50,824,41200,South,31200
2024-02-14,TV,Electronics,9,2260,20340,North,18540
2024-02-05,Keyboard,Accessories,17,38,646,East,-2754
2024-01-15,TV,Electronics,37,1289,47693,North,40293
2024-02-26,Smartphone,Electronics,8,1155,9240,West,7640
2024-02-23,Laptop,Electronics,47,1353,63591,North,54191
2024-02-10,Tablet,Electronics,37,568,21016,West,13616
2024-01-18,Tablet,Electronics,28,757,21196,East,15596
2024-01-02,Mouse,Accessories,11,79,869,South,-1331
2024-02-13,Mouse,Accessories,17,12,204,South,-3196
2024-01-30,Smartwatch,Wearables,25,364,9100,East,4100
2024-02-25,Headphones,Accessories,44,106,4664,North,-4136
2024-01-12,TV,Electronics,25,580,14500,East,9500
2024-02-22,Laptop,Electronics,32,917,29344,West,22944
2024-02-28,Headphones,Accessories,35,84,2940,East,-4060
2024-01-21,Smartphone,Electronics,40,688,27520,South,19520
2024-01-07,Mouse,Accessories,44,33,1452,North,-7348
2024-01-22,TV,Electronics,44,844,37136,South,28336
2024-02-24,TV,Electronics,10,1592,15920,North,13920
2024-02-15,TV,Electronics,2,2315,4630,North,4230
2024-02-11,Laptop,Electronics,32,1297,41504,West,35104
2024-01-27,Laptop,Electronics,14,1088,15232,West,12432
2024-02-23,Headphones,Accessories,44,101,4444,East,-4356
2024-02-12,Headphones,Accessories,13,29,377,West,-2223
2024-01-15,Smartwatch,Wearables,13,164,2132,North,-468
2024-01-08,Laptop,Electronics,41,918,37638,West,29438
2024-01-09,Headphones,Accessories,8,116,928,West,-672
2024-01-25,Keyboard,Accessories,32,88,2816,East,-3584
2024-01-14,Laptop,Electronics,37,1161,42957,East,35557
2024-01-18,TV,Electronics,36,823,29628,West,22428
2024-02-02,Laptop,Electronics,28,1343,37604,East,32004
2024-02-03,Tablet,Electronics,2,437,874,West,474
2024-01-19,TV,Electronics,25,818,20450,South,15450
2024-02-23,Headphones,Accessories,26,66,1716,South,-3484
2024-02-24,Smartwatch,Wearables,2,327,654,West,254
2024-01-30,Tablet,Electronics,20,837,16740,North,12740
2024-01-19,Tablet,Electronics,46,895,41170,North,31970
2024-01-02,Tablet,Electronics,18,674,12132,West,8532
2024-01-07,Mouse,Accessories,47,15,705,North,-8695
2024-02-23,Headphones,Accessories,13,119,1547,South,-1053
2024-02-03,Smartwatch,Wearables,28,79,2212,East,-3388
2024-01-04,Headphones,Accessories,30,144,4320,East,-1680
2024-01-04,Headphones,Accessories,23,20,460,East,-4140
2024-01-30,Mouse,Accessories,37,54,1998,West,-5402
2024-01-21,Mouse,Accessories,34,64,2176,North,-4624
2024-01-16,Tablet,Electronics,42,574,24108,South,15708
2024-01-28,Smartwatch,Wearables,44,389,17116,West,8316
2024-01-13,Smartwatch,Wearables,33,94,3102,South,-3498
2024-01-09,Keyboard,Accessories,29,13,377,South,-5423
2024-01-09,TV,Electronics,33,1178,38874,South,32274
2024-01-06,Smartwatch,Wearables,43,70,3010,North,-5590
2024-02-19,Tablet,Electronics,5,207,1035,South,35
2024-02-20,Smartphone,Electronics,46,503,23138,West,13938
2024-01-13,Headphones,Accessories,38,43,1634,East,-5966
2024-01-15,Tablet,Electronics,21,559,11739,South,7539
2024-01-12,Laptop,Electronics,14,1119,15666,East,12866
2024-01-06,TV,Electronics,5,1570,7850,West,6850
2024-01-02,Mouse,Accessories,36,46,1656,East,-5544
2024-02-06,TV,Electronics,48,1268,60864,East,51264
2024-02-05,TV,Electronics,34,647,21998,West,15198
2024-01-11,Headphones,Accessories,38,56,2128,East,-5472
2024-02-13,Laptop,Electronics,50,1304,65200,West,55200
2024-02-22,Laptop,Electronics,3,1155,3465,East,2865
2024-02-13,Smartphone,Electronics,1,831,831,East,631
2024-02-07,Keyboard,Accessories,38,74,2812,South,-4788
2024-02-10,Smartphone,Electronics,18,395,7110,East,3510
2024-02-08,Tablet,Electronics,11,765,8415,South,6215
2024-03-01,Tablet,Electronics,39,310,12090,West,4290
2024-01-12,Laptop,Electronics,10,1439,14390,East,12390
2024-01-07,Headphones,Accessories,26,33,858,South,-4342
2024-01-18,Headphones,Accessories,49,39,1911,North,-7889
2024-02-07,Headphones,Accessories,49,147,7203,West,-2597
2024-01-25,Smartphone,Electronics,20,427,8540,West,4540
2024-01-07,Smartphone,Electronics,36,372,13392,West,6192
2024-02-16,Mouse,Accessories,5,17,85,East,-915
2024-01-16,Keyboard,Accessories,44,50,2200,East,-6600
2024-02-22,Laptop,Electronics,40,1328,53120,South,45120
2024-01-04,Mouse,Accessories,37,61,2257,East,-5143
2024-01-11,Headphones,Accessories,4,51,204,East,-596
2024-01-17,Headphones,Accessories,9,77,693,East,-1107
2024-01-24,Smartwatch,Wearables,25,391,9775,North,4775
2024-02-28,Headphones,Accessories,16,33,528,West,-2672
2024-02-08,Tablet,Electronics,28,344,9632,South,4032
2024-02-04,Headphones,Accessories,36,29,1044,West,-6156
2024-01-13,Headphones,Accessories,34,46,1564,West,-5236
2024-02-25,Laptop,Electronics,42,1222,51324,South,42924
2024-01-24,Tablet,Electronics,11,850,9350,East,7150
2024-01-13,Smartphone,Electronics,6,383,2298,South,1098
2024-01-01,TV,Electronics,4,759,3036,West,2236
2024-01-06,Smartwatch,Wearables,8,112,896,East,-704
2024-01-03,Keyboard,Accessories,20,78,1560,West,-2440
2024-01-21,Keyboard,Accessories,46,65,2990,South,-6210
2024-02-26,Mouse,Accessories,8,28,224,West,-1376
2024-01-22,Smartphone,Electronics,19,653,12407,East,8607
2024-02-09,Headphones,Accessories,41,124,5084,North,-3116
2024-02-27,Headphones,Accessories,37,91,3367,East,-4033
2024-02-12,Smartwatch,Wearables,14,358,5012,South,2212
2024-03-01,Keyboard,Accessories,6,89,534,West,-666
2024-01-17,Tablet,Electronics,15,249,3735,East,735
2024-02-15,Tablet,Electronics,10,467,4670,South,2670
2024-02-18,Smartphone,Electronics,23,917,21091,East,16491
2024-02-16,Keyboard,Accessories,20,44,880,East,-3120
2024-03-01,Tablet,Electronics,17,330,5610,North,2210
2024-01-25,Keyboard,Accessories,50,71,3550,South,-6450
2024-02-21,Smartwatch,Wearables,37,355,13135,South,5735
2024-01-09,Headphones,Accessories,25,85,2125,West,-2875
2024-02-09,Laptop,Electronics,7,1437,10059,East,8659
2024-01-23,Laptop,Electronics,23,764,17572,North,12972
2024-01-07,TV,Electronics,29,886,25694,East,19894
2024-01-08,Headphones,Accessories,33,115,3795,East,-2805
2024-01-06,Smartphone,Electronics,2,513,1026,West,626
2024-02-05,Headphones,Accessories,8,115,920,South,-680
2024-01-16,Keyboard,Accessories,11,89,979,South,-1221
2024-02-19,Headphones,Accessories,30,120,3600,South,-2400
2024-02-22,Smartphone,Electronics,40,591,23640,West,15640
2024-01-04,Tablet,Electronics,32,479,15328,East,8928
2024-02-20,Laptop,Electronics,43,1295,55685,South,47085
2024-01-12,Smartwatch,Wearables,33,134,4422,North,-2178
2024-02-09,Mouse,Accessories,12,54,648,South,-1752
2024-02-27,Laptop,Electronics,37,1366,50542,West,43142
2024-02-05,Smartphone,Electronics,17,445,7565,East,4165
